,%IncMSE,IncNodePurity
PublishedDate,0.06507049212007,446.327587901174
Duration,0.075037032805124,459.214644943567
views_2_hours,0.311978170102078,792.754014597618
hog_0,0.001331093583373,53.8469364106347
hog_1,0.002269013496803,52.0273866531225
hog_4,0.009151588773554,111.575439683993
hog_11,0.001516408345905,63.5371208700296
hog_13,0.003946676258816,49.877935051414
hog_21,0.001643760652147,84.3312995118315
hog_40,0.006358394531445,91.6521584474387
hog_60,0.001737676679742,73.8973722179403
hog_61,0.002312836656979,61.0141226524699
hog_62,0.002180850594297,86.1831758193492
hog_78,0.003557200527329,61.9335272917632
hog_81,0.000256459620378,30.1450117584215
hog_89,0.001115232550258,36.4580849123601
hog_94,0.001418216493482,89.2329958878753
hog_105,0.000828254092483,51.9857162671574
hog_106,0.001823529280913,54.507927755679
hog_108,0.002185781320961,41.8032518169106
hog_116,0.000588479034736,36.9158304551198
hog_117,0.001679568390697,32.9949537107856
hog_125,0.001374794276812,34.9171077358184
hog_132,0.000986099923022,52.9794748014639
hog_133,0.003446239871956,62.8585084420172
hog_138,0.001021973163178,50.4980876219581
hog_139,0.002745635979204,62.68343041145
hog_144,0.000723148792256,33.422365554477
hog_152,0.003032878194248,36.4714430614793
hog_155,9.81083938096394E-05,41.4613608462505
hog_156,0.003941466110176,58.5864340001849
hog_165,-0.000116401695952,50.0893965748399
hog_166,0.003062998537854,61.0690788255235
hog_177,0.000738284652069,48.9342816465689
hog_178,0.001178366743119,48.5013434017775
hog_182,-0.000519105271151,46.8772564470398
hog_183,0.020062615845806,107.718807723907
hog_195,-0.000257258563917,66.2667976279432
hog_204,8.46291562662429E-05,44.8986402056915
hog_205,0.000259613908314,43.0010154904634
hog_214,0.002379249962483,67.2599868449709
hog_215,0.001229938365101,65.2416532336145
hog_241,0.002275566615831,95.1450147374555
hog_242,0.00290483580589,102.39982364821
hog_259,0.001659319056601,66.1953412592453
hog_271,0.001952012479699,67.1265535696571
hog_279,0.002686824385074,55.2569929731686
hog_287,0.003983449128869,57.5812813242267
hog_295,0.002772421332589,88.6137230196648
hog_303,0.002915468382191,57.3981549976386
hog_304,0.003569954585529,65.0997775327363
hog_306,0.001734303441089,65.0685585131473
hog_314,0.004031216649123,60.0667217280657
hog_316,0.002493308323103,75.6479082772725
hog_330,0.00249083165854,48.4728086250025
hog_336,0.002273825541679,47.1079433116207
hog_337,0.002848655790983,54.8897848475857
hog_341,0.014432229123529,239.062519750522
hog_342,0.00798834570125,135.423402061071
hog_350,0.003620248166958,96.1608186511911
hog_351,0.004892307176488,87.6474401238778
hog_359,0.006781386154397,108.092749777557
hog_363,0.001780108833982,55.4850110675146
hog_364,0.00220961820983,53.7336274076149
hog_368,2.97591144498664E-05,59.3828721188689
hog_375,0.00124317138167,49.5561892406883
hog_376,0.001455488988052,48.259690340761
hog_378,0.002496963588012,58.4245588600782
hog_386,0.001038967597661,51.1796970942414
